Material,Material Description,Sales department Email,Technical Department Email,
908342022,"LINK, FUSE, 36KV, 15A, FAST",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908342023,"LINK, FUSE, 36KV, 20A, FAST",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908342024,"LINK, FUSE, 36KV, 25A, FAST",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908342025,"LINK, FUSE, 36KV, 30A, FAST",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908342026,"LINK, FUSE, 36KV, 40A, FAST",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908342027,"LINK, FUSE, 36KV, 50A, FAST",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908342028,"LINK, FUSE, 36KV, 65A, FAST",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908342029,"LINK, FUSE, 36KV, 80A, FAST",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908342030,"LINK, FUSE, 36KV, 100A, FAST",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908342033,"FUSE, POWER, 17.5KV, 80A",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908351002,"ARRESTER, SURGE, 15KV, 552MM CRP, 5KA OPR WITH DISCON &PRESS RELIEF",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908351004,"ARRESTER, SURGE, 36KV, 1320MM CRP, 10KA OPR DUTY WITH DISCON &PRESS RELIEF",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908371003,"BREAKER, MC, 750VAC, 100A, 3P, 220/127&380/220V",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908371004,"BREAKER, MC, 750VAC, 150A, 3P, 220/127&380/220V",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908371010,"BREAKER:CIRCUIT, MOLDED CASE,800 A ,BOLTED SPREADER LINE SIDE, B AND N TO BUSBAR LOAD SIDE ,800 A ,65 KA AT 220/127 V AC, ",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908381000,"INDICATOR,FAULT,AUTOMATIC RESET,25/50A",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908382000,"INDICATOR:FAULT,AUTO RESET,O/H,500 A MAX",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908402203,"METER,ESERV,DIG,400/230/133V,10(100)A",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908402207,"METER,ESERV,DIG,WC,133/230/400V,20(160)A",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908402208,"METER,ESERV,DIG,WC,133/230/400V,10(100)A",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908421001,"BOX, M, 1 CUST UP TO 150A, 380V, OTDR",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908421002,"BOX, M, 2 CUST UP TO 150A EACH, 380V, OTDR",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908421003,"BOX, M, 4 CUST UP TO 150A EACH, 380V, OTDR",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908421004,"BOX, M, 1 CUST, DIST, 380+5%V, CT OPER, REMOTE, OTDR",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908421005,"BOX, M, 1 CUST, CT, 380V, 200A, OTDR",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908421006,"BOX, M, 1 CUST, CT, 380V, 300/400A, OTDR",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908421007,"BOX,M,1CUST,CT,380V,630A,785X205X965MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908422800,"CABINET, SERVICE, 800A, POLYESTER",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908423001,"BOX,M,4CUST,150A,380V,INDR,400X230X1900",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908423002,"BOX,SERVICE,380V,400A,400X230X1235MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908431012,"CAPACITOR BANK, SWITCHED, 900KVAR (3X300KVAR), 15KV, BIL 110KV, 552MM CRP",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908431028,"CAPACITOR BANK,600KVAR,36KV,200KV BIL, , SWITCHED",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908431030,"CAPACITOR BANK,900KVAR,36KV,200KV BIL, , SWITCHED",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908513002,"TFMR,PD,1MVA,13.8KV/400-230V,110KV BIL,AL",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908513016,"TFMR,PL,100KVA,33KV/400-230V,200KV BIL,AL",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908567019,"TFMR,UNIT SUB,1 MVA, AL,13.8KV,231/133V, DUAL,3000 A,(12) CIRCUITS,(10) 400A MCCBS",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908567020,"TFMR,UNIT SUB,1.5 MVA, AL,13.8KV,231/133V, DUAL,4000 A,(14) CIRCUITS,(12) 400A MCCBS",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908020201,"LOCK,PAD,OPERATION,6MM,40MM,17.2MM,BRS",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908020202,"LOCK,PAD,SAFETY,6MM,40MM,17.2MM,BRS/RED",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908020203,"LOCK,CYLINDER,BRS,17WDX45DPX33MM HT",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908020204,"KEY,MASTER,BRS,47MMX2MM THK",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908021001,"OIL,INSUL,TRANSFORMER,0.19 SPGR,30KV",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908101101,"COVER,CONDUCTOR,15KV,75M LG,#MVLC-18-A/U",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908101103,"TOOL,COVER INSTALL,HAND,#MVLC-02",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908115001,"CABLE,FIBER OPTIC,NON METALIC,96,PVC JKT",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908121001,"JOINT KIT,STR,1KV,4X70MM2,AL,UAR",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908121002,"JOINT KIT,STR,1KV,4X185MM2,AL,UAR",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908121003,"JOINT KIT,STR,1KV,4X300MM2,AL,UAR",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908121008,"TERM KIT,STR,1KV,4X70MM2,AL",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908121009,"TERM KIT,STR,1KV,4X185MM2,AL",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908121017,"CAP,CBL END,1KV,4X70-185MM2,AL,XLPE/PVC",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908121019,"CAP,CBL END,1KV,4X300-3X185/35MM2,AL",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908121020,"CAP,CBL END,15KV,1X50/16MM2,CU,XLPE,UARM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908121022,"CAP,CBL END,15KV,3X300/35MM2,CU/AL,XLPE",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908121023,"CAP,CBL END,15KV,3X70/16-1X500/35MM2,AL",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908121025,"SLEEVE,REPAIR,36KV,1X500/35MM2,XLPE,UARM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908121029,"SLEEVE,REPAIR,1KV,4X70-185MM2,1500MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908121031,"SLEEVE,REPAIR,1KV,4X300MM2,XLPE/PVC,1500",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908121032,"SLEEVE,REPAIR,15KV,1X50MM2,1500MM LG",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908121034,"SLEEVE,REPAIR,15KV,3X300/35MM2,1500MM LG",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908121035,"SLEEVE,REPAIR,15KV,3X70/16-3X185/35MM2",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908121037,"CONN,ELEC,EL,DB",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908121040,"ELBOW,EC,15KV,400A,3X70/16MM2",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908121076,"BOOT,STR,15KV,1X50/16MM2,CU,XLPE",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908121077,"BOOT,STR,15KV,3X70/16MM2,AL,XLPE",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908121080,"BOOT,INSUL,CABLE-BUSHING,STR,36KV",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908121083,"BOOT,STR,36KV,1X50/16MM2,CU,XLPE",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908121105,"JOINT KIT,STR,PM,15KV,3X70/16MM2,AL,AR",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908121112,"TERM KIT,STR,PM,15KV,3X70/16MM2,AL,AR/I",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908121114,"JOINT KIT,TRANS,PM,15KV,3X185-300,CU",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908121120,"TERM KIT,STR,PM,36KV,50/16MM2,CU,AR,I/D",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908121121,"TERM KIT,ST,PM,15KV,50/16MM2,CU,I/D",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908121123,"TERM KIT,RT,PM,15KV,3X70/16MM2,AL,I/D",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908121130,"JOINT KIT,STR,PM,36KV,500/35MM2,CU",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908121133,"TERM KIT,STR,PM,36KV,500/35MM2,CU,O/D",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908121134,"TERM KIT,STR,PM,36KV,500/35MM2,CU,I/D",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908121139,"ELBOW,EC,36KV,630A,1X50/16MM2,CU,XLPE",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908121144,"TERM KIT,L,15KV,600A,3X500MM2,AL,XLPE,AR",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908121145,"SLEEVE,RPR,HS,15KV,3X500/35MM2,AL,XLPE",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908121147,"BOOT,STR,HS,15KV,3X500/35MM2,AL,XLPE,AR",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908121152,"TERM KIT,STR,PM,15KV,3X500/35MM2,AL,I/D",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908121153,"JOINT KIT,TRANS,PM,15KV,300-500/35MM2,BM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908121156,"JOINT KIT,TRANS,PM,15KV,185-500/35MM2,BM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908121158,"JOINT KIT,TRANS,PM,15KV,500-300/35MM2,AL",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908121169,"TERM KIT:CBL,PLUGIN,1250A,36KV,1X500SQMM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908121170,"JOINT KIT,C/R,15KV,3CX500,AL ARM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908121171,"JOINT KIT,C/R,15KV,3CX300-500,CU-AL ARM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908121172,"JOINT KIT,C/R,15KV,3CX185-500,CU-AL ARM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908121173,"JOINT KIT,C/R,15KV,3CX300-500,AL ARM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908121176,"TERM KIT:CBL,PLUGIN,1250A,36KV,3X400 SQM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908121177,"TERM KIT:CBL,PLUGIN,800A,36KV,3X400 SQMM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908121178,"TERM KIT,STR,PM,36KV,3X400/35MM2 AL,I/D",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908121179,"PLICE KIT:CABLE,PREMOLD,STRAIG",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908121180,"JOINT KIT,TRANS,PM,36KV,3X400/35,CU-AL",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908121181,"JOINT KIT,C/R,36KV,3CX400/35,AL TO CU",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908121182,"CONN,ELEC,EL,DB",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908121183,"BOOT,STR,36KV,3CX400/35 MM2",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908121184,"CAP,CBL END,3CX400 MM2,36 KV, AL, LLDPE",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908121186,"TERM KIT,STR,PM,36KV,3X400MM2,AL/LLDPE,O",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908122001,"CONNECTOR,LUG,16MM2 CU,(1)M10 BLT HL",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908122003,"CONNECTOR,LUG,50MM2 CU,(1)M12 BLT HL",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908122005,"CONNECTOR,LUG,300MM2 CU,(1)M16 BLT HL",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908122007,"CONNECTOR,LUG,300MM2 AL,(1)M17 BLT HL",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908122009,"CONNECTOR,LUG,185MM2 AL,(1)M12 BLT HL",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908122010,"CONNECTOR,LUG,70MM2 AL,(1)M12 BLT HL",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908122011,"CONNECTOR,LUG,300MM2 AL,(1)M10 BLT HL",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908122012,"CONNECTOR,LUG,300MM2 AL/CU,(1)M10 BLT HL",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908122013,"CONNECTOR,SLV,35MM2 AL,TIN PLT AL",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908122014,"CONNECTOR,SLV,70MM2 AL,TIN PLT AL",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908122015,"CONNECTOR,SLV,185MM2 AL,TIN PLT AL",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908122016,"CONNECTOR,SLV,300MM2 AL,TIN PLT AL",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908122017,"CONNECTOR,SLV,35MM2 CU,TIN PLT CU",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908122018,"CONNECTOR,SLV,185MM2 CU,TIN PLT CU",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908122019,"CONNECTOR,SLV,300MM2 AL,TIN PLT CU",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908122020,"CONNECTOR,SLV,95-70MM2 AL,TIN PLT AL",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908122021,"CONNECTOR,SLV,185-95MM2 AL,TIN PLT AL",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908122022,"CONNECTOR,SLV,185-120 MM2,AL",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908122023,"CONNECTOR,SLV,300-150MM2 AL,TINPLT AL",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908122024,"CONNECTOR,SLV,AL,500-300MM2",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908122026,"CONNECTOR,SLV,50MM2 AL-35MM2 CU,BIMTLC",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908122027,"CONNECTOR,SLV,70MM2 AL-35MM2 CU,BIMTLC",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908122028,"CONNECTOR,SLV,95MM2 AL-70MM2 CU,BIMTLC",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908122029,"CONNECTOR,SLV,120MM2 AL-70MM2 CU,BIMTLC",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908122030,"CONNECTOR,SLV,150MM2 AL-95MM2 CU,BIMTLC",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908122031,"CONNECTOR,SLV,185MM2 AL-120MM2 CU,BIMTLC",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908122032,"CONNECTOR,SLV,300MM2 AL-120MM2 CU,BIMTLC",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908122033,"CONNECTOR,SLV,300MM2 AL X 185MM2 CU",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908122034,"CONNECTOR,LUG,70SQMM CU,13MMDIA,40.4MMLG",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908122035,"CONNECTOR,LUG,120SQMM CU,13MMDIA,85MM LG",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908122036,"CONNECTOR,LUG,120SQMM AL,13MMDIA,85MM LG",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908122038,"CONNECTOR,LUG,500SQMM CU,17MMDIA,108MMLG",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908122040,"CONNECTOR,SLV,15KV,500MM2,AL,TIN PLT AL",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908122041,"CONNECTOR,LUG,15KV,500MM2,AL,17MM HL",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908122042,"CONNECTOR,LUG,BM,15KV,500MM2,M16,COMP",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908122043,"CONNECTOR,SLV,BM,500-185MM2",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908122044,"CONNECTOR,SLV,BM,500-300MM2",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908122045,"CONN,ELEC,TERM,15KV,500SQMM,BI,4HPAD",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908122046,"CONN,ELEC,TERM,15KV,300SQMM,BI,2HPAD",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908122050,"CONN,ELEC,TERM,15KV,300SQMM,CU,2HPD",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908122051,"CONN,ELEC,TERM,36KV,500SQMM,CU,4HPAD",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908125001,"SPLICE,FB OPT,96,FIBER CABLE CLOSURE KIT",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908151006,"INSULATOR,STAND-OFF,PORC,35KV,195MM,660",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202014,"BOLT,MACH,GS,20MM DIA,225MM LG,HEX",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202020,"BOLT,MACH,GS,20MM DIA,325MM LG,HEX",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202028,"CONNECTOR,LUG,17.35MM DIA,1-14.5MMDIA HL",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202029,"CONNECTOR,LUG,11.34MM DIA,1-14.5MMDIA HL",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202030,"CONNECTOR,LUG,35SQMM CU,1-13.2MM DIA HL",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202034,"CONNECTOR,TERM,PLUG,AL,170.5SQMM ACSR/AW",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202035,"CONNECTOR,TERM,PLUG,AL,67.44SQMM ACSR/AW",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202050,"ROD,ARMOR,AA,170.5SQMM ACSR/AW,5.18MMDIA",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202056,"SIGN,ELEC SFTY,DANGER HV,150X150X1.5MMTH",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202058,"SLEEVE,REPAIR,170SQMM ACSR,AL,295MM LG",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202059,"SLEEVE,REPAIR,125.1SQMMACSR,AL,275MM LG",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202060,"CONNECTOR,SLV,120X50SQMM AL,AL W/NYL JKT",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202066,"CONNECTOR,SLV,50SQMM,AL W/ NYL JKT",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202070,"TIE,CABLE,PA,40-230MM,7.8MMWD",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202071,"TIE,INSUL,PREF SIDE,MERLIN,73MM THR DIA",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202072,"TIE,INSUL,PREF TOP,MERLIN,ARM,73MM THR",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202073,"TIE,INSUL,PREF SIDE,QUAIL,73MM THR DIA",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202074,"TIE,INSUL,PREF SIDE,QUAIL,ARM,73MM THR",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202078,"TIE,INSUL,PREF SIDE,MERLIN,ARM,73MM THR",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202084,"BRACKET,INSUL,PSD,HOR,100X9X265MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202097,"CLAMP,SUSP,AA,17.35MM DIA,45KN UTS",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202105,"HOLDER,POLE NUM TAG,AL,50X40X1X400MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202106,"TAG,POLE NUMBERING,DIGIT""O"",AL,20X1X47MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202107,"TAG,POLE NUMBERING,DIGIT""1"",AL,20X1X47MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202108,"TAG,POLE NUMBERING,DIGIT""2"",AL,20X1X47MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202109,"TAG,POLE NUMBERING,DIGIT""3"",AL,20X1X47MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202110,"TAG,POLE NUMBERING,DIGIT""4"",AL,20X1X47MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202111,"TAG,POLE NUMBERING,DIGIT""5"",AL,20X1X47MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202112,"TAG,POLE NUMBERING,DIGIT""6"",AL,20X1X47MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202113,"TAG,POLE NUMBERING,DIGIT""7"",AL,20X1X47MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202114,"TAG,POLE NUMBERING,DIGIT""8"",AL,20X1X47MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202115,"TAG,POLE NUMBERING,DIGIT""9"",AL,20X1X47MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202116,"TAG,POLE NUMBERING,DASH ""-"",AL,20X1X47MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202117,"TAG,POLE NUMBERING,SLASH""/"",AL,20X1X47MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202118,"TAG,POLE NUMBERING,LTR""A"",AL,20X1X47MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202119,"TAG,POLE NUMBERING,LTR""B"",AL,20X1X47MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202120,"TAG,POLE NUMBERING,LTR""C"",AL,20X1X47MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
